WDPAID,Title,WikipediaUrl,ThumbnailImg,Feature,CountryCode,Elevation,Lat,Long,Language,Summary
4484,Scolt Head Island,http://en.wikipedia.org/wiki/Scolt_Head_Island,,isle,GB,5,52.9822,0.7066,en,"<p><b>Scolt Head Island</b> is an offshore <a href=""javascript:go('Barrier_island')"" title=""Barrier island"">barrier island</a> near <a href=""javascript:go('Brancaster')"" title=""Brancaster"">Brancaster</a>, north <a href=""javascript:go('Norfolk')"" title=""Norfolk"">Norfolk</a>, <a href=""javascript:go('England')"" title=""England"">England</a>, (but within the neighbouring parish of Burnham Norton) located 10 km west of <a href=""javascript:go('Wells-next-the-Sea')"" title=""Wells-next-the-Sea"">Wells-next-the-Sea</a>. It is a <a href=""javascript:go('National_Nature_Reserve')"" title=""National Nature Reserve"" class=""mw-redirect"">National Nature Reserve</a>. It is steadily growing westwards toward the wreck of the <a href=""javascript:go('File:The_Wreck_(SS_Vina)_from_Scolt_Head_Island_-_geograph.org.uk_-_611309.jpg')"" title=""File:The Wreck (SS Vina) from Scolt Head Island - geograph.org.uk - 611309.jpg"">SS Vina</a> visible from <a href=""javascript:go('File:Brancaster_beach_-_geograph.org.uk_-_852227.jpg')"" title=""File:Brancaster beach - geograph.org.uk - 852227.jpg"">Brancaster Beach</a>.</p>  <p>The island comprises <a href=""javascript:go('Sand_dune')"" title=""Sand dune"" class=""mw-redirect"">sand dunes</a>, <a href=""javascript:go('Salt_marsh')"" title=""Salt marsh"">salt marsh</a>, intertidal sand and <a href=""javascript:go('Mud_flats')"" title=""Mud flats"" class=""mw-redirect"">mud flats</a>, and <a href=""javascript:go('Slate')"" title=""Slate"">shingle</a>. It supports nationally and internationally important numbers of breeding <a href=""javascript:go('Sandwich_Tern')"" title=""Sandwich Tern"">Sandwich Tern</a>, <a href=""javascript:go('Roseate_Tern')"" title=""Roseate Tern"">Roseate Terns</a>, <a href=""javascript:go('Arctic_Tern')"" title=""Arctic Tern"">Arctic Terns</a> and <a href=""javascript:go('Little_Tern')"" title=""Little Tern"">Little Terns</a>, as well as wintering <a href=""javascript:go('Wader')"" title=""Wader"">waders</a> and <a href=""javascript:go('Wildfowl')"" title=""Wildfowl"" class=""mw-redirect"">wildfowl</a>.</p>  <p>The first resident first ""watcher"" (warden) on Scolt Head was <a href=""javascript:go('Emma_Turner_(photographer)')"" title=""Emma Turner (photographer)"">Emma Turner</a>.<sup id=""cite_ref-WiS_0-0"" class=""reference""><a href=""#cite_note-WiS-0""><span>[</span>1<span>]</span></a></sup></p>  <p>A seasonal (spring/summer) ferry connects the island with the village of <a href=""javascript:go('Burnham_Overy_Staithe')"" title=""Burnham Overy Staithe"" class=""mw-redirect"">Burnham Overy Staithe</a>.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Scolt_Head_Island"" target=""_blank"">Read full article..</a></p></div>"
4523,Narcondam Island,http://en.wikipedia.org/wiki/Narcondam_Island,,isle,IN,,13.43,94.28,en,"<p><b>Narcondam</b> or <b>Narcondum</b> is a small <a href=""javascript:go('Volcano')"" title=""Volcano"">volcanic</a> island located in the <a href=""javascript:go('Andaman_Sea')"" title=""Andaman Sea"">Andaman Sea</a>. Its central peak rises some 710 m <a href=""javascript:go('Above_mean_sea_level')"" title=""Above mean sea level"">above mean sea level</a>, and is formed of <a href=""javascript:go('Andesite')"" title=""Andesite"">andesite</a>. It is considered to be part of the <a href=""javascript:go('Andaman_Islands')"" title=""Andaman Islands"">Andaman Islands</a>, the main body of which lie approximately 114&#160;km to the west. The island is part of the <a href=""javascript:go('India')"" title=""India"">Indian</a> <a href=""javascript:go('Union_territory')"" title=""Union territory"" class=""mw-redirect"">union territory</a> of <a href=""javascript:go('Andaman_and_Nicobar_Islands')"" title=""Andaman and Nicobar Islands"">Andaman and Nicobar Islands</a>. The island is small, approximately 3&#160;km_4&#160;km. It was classified as a <a href=""javascript:go('Dormant_volcano')"" title=""Dormant volcano"" class=""mw-redirect"">dormant volcano</a> by the <a href=""javascript:go('Geological_Survey_of_India')"" title=""Geological Survey of India"">Geological Survey of India</a>.</p>  <p>The island is formed from a volcano, which had not known to have been active in recent times, until on June 8, 2005 there were reports of ""mud and smoke"" being ejected from the volcano. The <a href=""javascript:go('2004_Indian_Ocean_earthquake')"" title=""2004 Indian Ocean earthquake"" class=""mw-redirect"">2004 Indian Ocean earthquake</a> is thought to have caused magma to move underground and may be related to the current activity. If the reports were accurate this would alter the scientific status of Narcondam to <a href=""javascript:go('Active_volcano')"" title=""Active volcano"" class=""mw-redirect"">active</a>. Further to the south west (approximately 150&#160;km) lies the <a href=""javascript:go('Active_volcano')"" title=""Active volcano"" class=""mw-redirect"">active volcano</a> island of <a href=""javascript:go('Barren_Island_(Andaman_Islands)')"" title=""Barren Island (Andaman Islands)"">Barren Island</a>. Narcondam Island is about 160 miles from <a href=""javascript:go('Burma')"" title=""Burma"">Burma</a>, is about 160 miles from <a href=""javascript:go('Port_Blair')"" title=""Port Blair"">Port Blair</a>, and is almost 800 miles from <a href=""javascript:go('Vishakhapatnam')"" title=""Vishakhapatnam"" class=""mw-redirect"">Vishakhapatnam</a> (part of the mainland of <a href=""javascript:go('India')"" title=""India"">India</a>).</p>  <p>The name Narcondam could have been derived from the Sanskrit <i>naraka-kundam</i>,?<sup id=""cite_ref-0"" class=""reference""><a href=""#cite_note-0""><span>[</span>1<span>]</span></a></sup> meaning ""a pit of Hell,"" although this may be the result of confusion between it and Barren Island.<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup></p>  <p>Narcondam Island holds the easternmost point of the <a href=""javascript:go('Andaman_and_Nicobar_Islands')"" title=""Andaman and Nicobar Islands"">Andaman and Nicobar Islands</a>. Until 1986 <a href=""javascript:go('Burma')"" title=""Burma"">Burma</a> claimed sovereignty over the island. This claim was given up on reaching agreement with India on the delimitation of the <a href=""javascript:go('Maritime_boundary')"" title=""Maritime boundary"">maritime boundary</a> between the two nations in the Andaman Sea, the Coco channel and the Bay of Bengal.<sup id=""cite_ref-2"" class=""reference""><a href=""#cite_note-2""><span>[</span>3<span>]</span></a></sup></p>  <p>Narcondam Island's mountain, at 710 meters is the second tallest point in the <a href=""javascript:go('Andaman_and_Nicobar_Islands')"" title=""Andaman and Nicobar Islands"">Andaman and Nicobar Islands</a>, the first being <a href=""javascript:go('Saddle_Peak_(Andaman_Islands)')"" title=""Saddle Peak (Andaman Islands)"">Saddle Peak</a>, <a href=""javascript:go('North_Andaman_Island')"" title=""North Andaman Island"">North Andaman Island</a> at 732 meters.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Narcondam_Island"" target=""_blank"">Read full article..</a></p></div>"
4553,Gulf of Kutch,http://en.wikipedia.org/wiki/Gulf_of_Kutch,,,IN,,22.6,69.5,en,"<p>The <b>Gulf of Kutch</b> is an inlet of the <a href=""javascript:go('Arabian_Sea')"" title=""Arabian Sea"">Arabian Sea</a> along the west coast of <a href=""javascript:go('India')"" title=""India"">India</a>, in the state of <a href=""javascript:go('Gujarat')"" title=""Gujarat"">Gujarat</a>, and renowned for extreme daily <a href=""javascript:go('Tide')"" title=""Tide"">tides</a> <a rel=""nofollow"" class=""external autonumber"" href=""http://www.atlantisresourcescorporation.com/media/news/1-latest/92-british-company-to-help-india-harness-the-power-of-the-sea.html"">[1]</a>.</p>  <p>The maximum depth of Gulf of Kutch is 401 feet (122&#160;m).</p>  <p>It is about 99 miles in length, and divides <a href=""javascript:go('Kutch')"" title=""Kutch"" class=""mw-redirect"">Kutch</a> and the <a href=""javascript:go('Kathiawar')"" title=""Kathiawar"">Kathiawar</a> peninsula regions of Gujarat. The <a href=""javascript:go('Rukmavati_River')"" title=""Rukmavati River"">Rukmavati River</a> empties into the Arabian Sea nearby.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Gulf_of_Kutch"" target=""_blank"">Read full article..</a></p></div>"
4686,Isabella Island,http://en.wikipedia.org/wiki/Isabella_Island,,,AU,,-40.1167,147.9333,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p><b>Isabella Island</b> is an island <a href=""javascript:go('Nature_reserve')"" title=""Nature reserve"">nature reserve</a>, with an area of 11.4 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a>, in south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. It is part of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a>’s Big Green Island Group, lying in eastern <a href=""javascript:go('Bass_Strait')"" title=""Bass Strait"">Bass Strait</a> west of <a href=""javascript:go('Flinders_Island')"" title=""Flinders Island"">Flinders</a> in the <a href=""javascript:go('Furneaux_Group')"" title=""Furneaux Group"">Furneaux Group</a>.<sup id=""cite_ref-Brothers2001_0-0"" class=""reference""><a href=""#cite_note-Brothers2001-0""><span>[</span>1<span>]</span></a></sup> The island is also part of the <a href=""javascript:go('Chalky,_Big_Green_and_Badger_Island_Groups_Important_Bird_Area')"" title=""Chalky, Big Green and Badger Island Groups Important Bird Area"">Chalky, Big Green and Badger Island Groups Important Bird Area</a>.<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Isabella_Island"" target=""_blank"">Read full article..</a></p></div>"
4687,Rodondo Island,http://en.wikipedia.org/wiki/Rodondo_Island,,,AU,152,-39.2333,146.3833,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p><b>Rodondo Island</b> is a visually striking <a href=""javascript:go('Granite')"" title=""Granite"">granite</a> island, ringed by steep cliffs up to 200 m high, with an area of 106 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a> and a high point of 350 m, in south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. It is part of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a>’s Rodondo Group, lying in northern <a href=""javascript:go('Bass_Strait')"" title=""Bass Strait"">Bass Strait</a> only 10 km south of <a href=""javascript:go('Wilsons_Promontory')"" title=""Wilsons Promontory"">Wilsons Promontory</a> in <a href=""javascript:go('Victoria,_Australia')"" title=""Victoria, Australia"" class=""mw-redirect"">Victoria</a>, and so being the northernmost point of Tasmanian territory. It is a <a href=""javascript:go('Nature_reserve')"" title=""Nature reserve"">nature reserve</a> with a breeding colony of over one million <a href=""javascript:go('Short-tailed_Shearwater')"" title=""Short-tailed Shearwater"">Short-tailed Shearwaters</a>.<sup id=""cite_ref-0"" class=""reference""><a href=""#cite_note-0""><span>[</span>1<span>]</span></a></sup></p>  <p>The island was sighted by Lieutenant <a href=""javascript:go('James_Grant_(navigator)')"" title=""James Grant (navigator)"">James Grant</a> on 9 December 1800 from the survey brig <a href=""javascript:go('HMS_Lady_Nelson_(1798)')"" title=""HMS Lady Nelson (1798)"">HMS&#160;<i>Lady Nelson</i></a> and named <i>""from its resemblance to that rock, well known to all seamen in the West Indies""</i>,<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup> presumably Redonda<span class=""plainlinks nourlexpansion""><a rel=""nofollow"" class=""external text"" href=""http://toolserver.org/~geohack/geohack.php?pagename=Rodondo_Island&amp;params=16_56_10_N_62_20_40_W_""><span class=""geo-default""><span class=""geo-dms"" title=""Maps, aerial photos, and other data for this location""><span class=""latitude"">16°56'10?N</span> <span class=""longitude"">62°20'40?W</span></span></span><span class=""geo-multi-punct"">? / ?</span><span class=""geo-nondefault""><span class=""geo-dec"" title=""Maps, aerial photos, and other data for this location"">16.93611°N 62.34444°W</span><span style=""display:none"">? / <span class=""geo"">16.93611; -62.34444</span></span></span></a></span> between the islands of <a href=""javascript:go('Montserrat')"" title=""Montserrat"">Montserrat</a> and <a href=""javascript:go('Nevis')"" title=""Nevis"">Nevis</a>.<sup id=""cite_ref-Worcester1823_2-0"" class=""reference""><a href=""#cite_note-Worcester1823-2""><span>[</span>3<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Rodondo_Island"" target=""_blank"">Read full article..</a></p></div>"
4690,West Moncoeur Island,http://en.wikipedia.org/wiki/West_Moncoeur_Island,,,AU,,-39.2333,146.5,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p><b>West Moncoeur Island</b> is a <a href=""javascript:go('Granite')"" title=""Granite"">granite</a> island, ringed by steep cliffs, with an area of 9.18 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a>, in south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. It is part of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a>’s Rodondo Group, lying in northern <a href=""javascript:go('Bass_Strait')"" title=""Bass Strait"">Bass Strait</a> south of <a href=""javascript:go('Wilsons_Promontory')"" title=""Wilsons Promontory"">Wilsons Promontory</a> in <a href=""javascript:go('Victoria,_Australia')"" title=""Victoria, Australia"" class=""mw-redirect"">Victoria</a>. It is a <a href=""javascript:go('Nature_reserve')"" title=""Nature reserve"">nature reserve</a>.<sup id=""cite_ref-Brothers2001_0-0"" class=""reference""><a href=""#cite_note-Brothers2001-0""><span>[</span>1<span>]</span></a></sup><sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup></p>  <p>The island was sighted by Lieutenant <a href=""javascript:go('James_Grant_(navigator)')"" title=""James Grant (navigator)"">James Grant</a> on 9 December 1800 from the survey brig HMS <a href=""javascript:go('Lady_Nelson')"" title=""Lady Nelson"" class=""mw-redirect"">Lady Nelson</a> and named after <i>""Captain Moncur of the Royal navy""</i>.<sup id=""cite_ref-2"" class=""reference""><a href=""#cite_note-2""><span>[</span>3<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/West_Moncoeur_Island"" target=""_blank"">Read full article..</a></p></div>"
4694,Stack Island,http://en.wikipedia.org/wiki/Stack_Island,,,AU,21,-40.6053,144.7764,en,"<p><b>Stack Island</b> is an island <a href=""javascript:go('Game_reserve')"" title=""Game reserve"">game reserve</a>, with an area of 23.7 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a> and a high point 54 m above sea-level, in <a href=""javascript:go('Bass_Strait')"" title=""Bass Strait"">Bass Strait</a>, south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. It is part of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a>’s Hunter Island Group which lies between north-west Tasmania and <a href=""javascript:go('King_Island_(Tasmania)')"" title=""King Island (Tasmania)"">King Island</a>.<sup id=""cite_ref-Brothers2001_0-0"" class=""reference""><a href=""#cite_note-Brothers2001-0""><span>[</span>1<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Stack_Island"" target=""_blank"">Read full article..</a></p></div>"
4696,Betsey Island,http://en.wikipedia.org/wiki/Betsey_Island,,,AU,145,-43.05,147.4833,en,"<p><b>Betsey Island</b>, along with the adjacent Little Betsey Island and Betsey Reef, forms a <a href=""javascript:go('Nature_reserve')"" title=""Nature reserve"">nature reserve</a> with an area of 176 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a> in south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. They are part of the Betsey Island Group, lying close to the south-eastern coast of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a> around the entrance to the <a href=""javascript:go('Derwent_River_(Tasmania)')"" title=""Derwent River (Tasmania)"">Derwent River</a>. It is classified as an <a href=""javascript:go('Important_Bird_Area')"" title=""Important Bird Area"">Important Bird Area</a> by <a href=""javascript:go('BirdLife_International')"" title=""BirdLife International"">BirdLife International</a>; with an estimated 15,000 pairs breeding there, it is an important site for <a href=""javascript:go('Little_Penguin')"" title=""Little Penguin"">Little Penguins</a>,<sup id=""cite_ref-Brothers2001_0-0"" class=""reference""><a href=""#cite_note-Brothers2001-0""><span>[</span>1<span>]</span></a></sup> <a href=""javascript:go('Short-tailed_Shearwater')"" title=""Short-tailed Shearwater"">Short-tailed Shearwaters</a> (130,000-170,000 nesting burrows), and <a href=""javascript:go('Black-faced_Cormorant')"" title=""Black-faced Cormorant"">Black-faced Cormorants</a> (over 200 breeding pairs).<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Betsey_Island"" target=""_blank"">Read full article..</a></p></div>"
4711,Big Green Island,http://en.wikipedia.org/wiki/Big_Green_Island,,,AU,,-40.1833,147.9667,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p><b>Big Green Island</b> is an island with an area of 122 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a>, in south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. It is part of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a>’s Big Green Island Group, lying in eastern <a href=""javascript:go('Bass_Strait')"" title=""Bass Strait"">Bass Strait</a> west of <a href=""javascript:go('Flinders_Island')"" title=""Flinders Island"">Flinders</a> in the <a href=""javascript:go('Furneaux_Group')"" title=""Furneaux Group"">Furneaux Group</a>. It is composed of <a href=""javascript:go('Granite')"" title=""Granite"">granite</a> with <a href=""javascript:go('Limestone')"" title=""Limestone"">limestone</a> and <a href=""javascript:go('Diabase')"" title=""Diabase"">dolerite</a> outcrops. It is partly a nature reserve with the rest being used for farming.<sup id=""cite_ref-Brothers2001_0-0"" class=""reference""><a href=""#cite_note-Brothers2001-0""><span>[</span>1<span>]</span></a></sup> The island is also part of the <a href=""javascript:go('Chalky,_Big_Green_and_Badger_Island_Groups_Important_Bird_Area')"" title=""Chalky, Big Green and Badger Island Groups Important Bird Area"">Chalky, Big Green and Badger Island Groups Important Bird Area</a>.<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Big_Green_Island"" target=""_blank"">Read full article..</a></p></div>"
4712,East Kangaroo Island,http://en.wikipedia.org/wiki/East_Kangaroo_Island,,,AU,,-40.1667,147.9,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p><b>East Kangaroo Island</b> is an island <a href=""javascript:go('Nature_reserve')"" title=""Nature reserve"">nature reserve</a> with an area of 157 <a href=""javascript:go('Hectare')"" title=""Hectare"">ha</a>, in south-eastern <a href=""javascript:go('Australia')"" title=""Australia"">Australia</a>. It is part of <a href=""javascript:go('Tasmania')"" title=""Tasmania"">Tasmania</a>’s Big Green Island Group, lying in eastern <a href=""javascript:go('Bass_Strait')"" title=""Bass Strait"">Bass Strait</a> west of <a href=""javascript:go('Flinders_Island')"" title=""Flinders Island"">Flinders</a> in the <a href=""javascript:go('Furneaux_Group')"" title=""Furneaux Group"">Furneaux Group</a>. It is composed of <a href=""javascript:go('Limestone')"" title=""Limestone"">limestone</a> with <a href=""javascript:go('Granite')"" title=""Granite"">granite</a> outcrops and <a href=""javascript:go('Diabase')"" title=""Diabase"">dolerite</a> <a href=""javascript:go('Dike_(geology)')"" title=""Dike (geology)"">dykes</a>. It was previously used to graze sheep, with <a href=""javascript:go('Overgrazing')"" title=""Overgrazing"">overgrazing</a> causing severe <a href=""javascript:go('Erosion')"" title=""Erosion"">erosion</a>.<sup id=""cite_ref-Brothers2001_0-0"" class=""reference""><a href=""#cite_note-Brothers2001-0""><span>[</span>1<span>]</span></a></sup> The island is also part of the <a href=""javascript:go('Chalky,_Big_Green_and_Badger_Island_Groups_Important_Bird_Area')"" title=""Chalky, Big Green and Badger Island Groups Important Bird Area"">Chalky, Big Green and Badger Island Groups Important Bird Area</a>.<sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/East_Kangaroo_Island"" target=""_blank"">Read full article..</a></p></div>"
4724,Ria Formosa,http://en.wikipedia.org/wiki/Ria_Formosa,,,,1,36.9833,-7.9167,en,"<p>The <b>Ria Formosa</b> <a href=""javascript:go('Lagoon')"" title=""Lagoon"">lagoon</a>, located in <a href=""javascript:go('Algarve')"" title=""Algarve"">Algarve</a>, in southern <a href=""javascript:go('Portugal')"" title=""Portugal"">Portugal</a>, is a system of barrier islands that communicates with the sea through 6 inlets. Five of these inlets are natural and have mobility characteristics. The 6th is an artificial inlet that was opened with the purpose of allowing easier access to the port of <a href=""javascript:go('Faro,_Portugal')"" title=""Faro, Portugal"">Faro</a>.</p>  <p>Presently the main inlet of the system is the Faro-Olhão inlet, which was artificially opened. The process started in 1927 but only in 1952 were the engineering works completed and it assumed the present configuration.</p>  <p>Within the Ria Formosa system, different and sometimes antagonistic uses may be found. Part of the system is a Natural Park but Ria Formosa also plays an important role in the region's economy. Beyond the tourist use the system also supports other economic activities like seafood farms (including <a href=""javascript:go('Grooved_carpet_shell')"" title=""Grooved carpet shell"">grooved carpet shell</a> harvesting) and the port of Faro.</p>  <p>The Ria Formosa is also a designated <a href=""javascript:go('Conservation_areas_of_Portugal')"" title=""Conservation areas of Portugal"" class=""mw-redirect"">Natural Park</a> of over 170 km_ and a stopping place for hundreds of different birds during the spring and autumn migratory periods.</p>  <p>The most important cities near the Ria Formosa are <a href=""javascript:go('Tavira')"" title=""Tavira"">Tavira</a>, <a href=""javascript:go('Faro,_Portugal')"" title=""Faro, Portugal"">Faro</a> and <a href=""javascript:go('Olh%C3%A3o')"" title=""Olhão"" class=""mw-redirect"">Olhão</a>.</p>  <p>There are also some towns in this area, whose names are: <a href=""javascript:go('Fuzeta')"" title=""Fuzeta"" class=""mw-redirect"">Fuzeta</a> (which belongs to the municipality of <a href=""javascript:go('Olh%C3%A3o')"" title=""Olhão"" class=""mw-redirect"">Olhão</a>), <a href=""javascript:go('Santa_Luzia_(Tavira)')"" title=""Santa Luzia (Tavira)"">Santa Luzia</a>, <a href=""javascript:go('Cabanas_de_Tavira')"" title=""Cabanas de Tavira"">Cabanas de Tavira</a> (these last two belonging to <a href=""javascript:go('Tavira')"" title=""Tavira"">Tavira</a>) and <a href=""javascript:go('Cacela_Velha')"" title=""Cacela Velha"">Cacela Velha</a> (which belongs to <a href=""javascript:go('Vila_Real_de_Santo_Ant%C3%B3nio')"" title=""Vila Real de Santo António"">Vila Real de Santo António</a>).</p>  <p>Several buses run from Tavira to Cabanas and back each day. The nearest train station is in nearby <a  class=""new"" title=""Conceição (Tavira) (page does not exist)"">Conceição</a> which is on the Tavira to <a href=""javascript:go('Vila_Real_de_Santo_Ant%C3%B3nio')"" title=""Vila Real de Santo António"">Vila Real</a> line.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Ria_Formosa"" target=""_blank"">Read full article..</a></p></div>"
4774,Haswell Island,http://en.wikipedia.org/wiki/Haswell_Island,,,,,-66.5167,93,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p><b>Haswell Island</b> (<span class=""plainlinks nourlexpansion""><a rel=""nofollow"" class=""external text"" href=""http://toolserver.org/~geohack/geohack.php?pagename=Haswell_Island&amp;params=66_31_S_93_0_E_""><span class=""geo-default""><span class=""geo-dms"" title=""Maps, aerial photos, and other data for this location""><span class=""latitude"">66°31'S</span> <span class=""longitude"">93°0'E</span></span></span><span class=""geo-multi-punct"">? / ?</span><span class=""geo-nondefault""><span class=""geo-dec"" title=""Maps, aerial photos, and other data for this location"">66.517°S 93°E</span><span style=""display:none"">? / <span class=""geo"">-66.517; 93</span></span></span></a></span>) is the largest of the <a href=""javascript:go('Haswell_Islands')"" title=""Haswell Islands"">Haswell Islands</a>, lying off the coast of Antarctica, about 1.5 nautical miles (2.8&#160;km) north of <a href=""javascript:go('Mabus_Point')"" title=""Mabus Point"">Mabus Point</a>. Discovered by the <a href=""javascript:go('Western_Base_Party')"" title=""Western Base Party"" class=""mw-redirect"">Western Base Party</a> of the <a href=""javascript:go('Australasian_Antarctic_Expedition')"" title=""Australasian Antarctic Expedition"">Australasian Antarctic Expedition</a>, 1911–14, under Mawson, and named by him for Professor <a href=""javascript:go('William_A._Haswell')"" title=""William A. Haswell"" class=""mw-redirect"">William A. Haswell</a>, zoologist at <a href=""javascript:go('Sydney_University')"" title=""Sydney University"" class=""mw-redirect"">Sydney University</a> and member of the <a  class=""new"" title=""Australasian Antarctic Expedition Advisory Committee (page does not exist)"">Australasian Antarctic Expedition Advisory Committee</a>.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Haswell_Island"" target=""_blank"">Read full article..</a></p></div>"
4779,Beaufort Island,http://en.wikipedia.org/wiki/Beaufort_Island,http://www.geonames.org/img/wikipedia/159000/thumb-158085-100.jpg,,,,-76.9333,166.9333,en,"<p><b>Beaufort Island</b> <span style=""font-size: small;""><span id=""coordinates""><a href=""javascript:go('Geographic_coordinate_system')"" title=""Geographic coordinate system"">Coordinates</a>: <span class=""plainlinks nourlexpansion""><a rel=""nofollow"" class=""external text"" href=""http://toolserver.org/~geohack/geohack.php?pagename=Beaufort_Island&amp;params=76_56_S_166_56_E_""><span class=""geo-default""><span class=""geo-dms"" title=""Maps, aerial photos, and other data for this location""><span class=""latitude"">76°56'S</span> <span class=""longitude"">166°56'E</span></span></span><span class=""geo-multi-punct"">? / ?</span><span class=""geo-nondefault""><span class=""geo-dec"" title=""Maps, aerial photos, and other data for this location"">76.933°S 166.933°E</span><span style=""display:none"">? / <span class=""geo"">-76.933; 166.933</span></span></span></a></span></span></span> is an <a href=""javascript:go('Island')"" title=""Island"">island</a> in <a href=""javascript:go('Antarctica')"" title=""Antarctica"">Antarctica</a>'s <a href=""javascript:go('Ross_Sea')"" title=""Ross Sea"">Ross Sea</a>. It is the northernmost feature of the <a href=""javascript:go('Ross_Archipelago')"" title=""Ross Archipelago"">Ross Archipelago</a>,<sup id=""cite_ref-Ohio_0-1"" class=""reference""><a href=""#cite_note-Ohio-0""><span>[</span>1<span>]</span></a></sup> lying 21&#160;kilometres (13 miles) north of <a href=""javascript:go('Cape_Bird')"" title=""Cape Bird"">Cape Bird</a>, <a href=""javascript:go('Ross_Island')"" title=""Ross Island"">Ross Island</a>. It is approximately 18.4&#160;km<sup>2</sup> (7 square miles) in area. It was first charted by <a href=""javascript:go('James_Clark_Ross')"" title=""James Clark Ross"">James Clark Ross</a> in 1841. Ross named the island for <a href=""javascript:go('Francis_Beaufort')"" title=""Francis Beaufort"">Sir Francis Beaufort</a>, <a href=""javascript:go('Hydrography')"" title=""Hydrography"">hydrographer</a> to the British <a href=""javascript:go('Royal_Navy')"" title=""Royal Navy"">Royal Navy</a>.<sup id=""cite_ref-Stonehouse_1-0"" class=""reference""><a href=""#cite_note-Stonehouse-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Beaufort_Island"" target=""_blank"">Read full article..</a></p></div>"
